"No","품목일련번호 [PTNT_PRDLST_CRTR_CD] ","제품명 [PRDLST_NM] ","주성분명 [DRUG_CPNT_KOR_NM] ","주성분명(영문) [DRUG_CPNT_ENG_NM] ","특허권등재자 [BSSH_NM] ","등재특허권자 [PTHD_NM] ","등재일자 [PTNT_REG_DT] ","특허번호 [PTNT_NO] ","rownum"
"538","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","제넨테크, 인크.","2012-06-07 00:00:00","10-1155957-0000","538"
"539","200307823","페가시스프리필드주135마이크로그람(페그인터페론알파-2에이)","페그인터페론알파-2a(숙주 E.coli W3110trpR-벡터pLIF-A-trp55)","Peginterferon Alpha-2A (Host: E.coli W3110trpR, Vector: pLIF-A-trp55)","(주)한국로슈","에프. 호프만-라 로슈 아게","2000-01-29 00:00:00","10-0254097-0000","539"
"540","200307824","페가시스프리필드주180마이크로그람(페그인터페론알파-2에이)","페그인터페론알파-2a(숙주 E.coli W3110trpR-벡터pLIF-A-trp55)","Peginterferon Alpha-2A (Host: E.coli W3110trpR, Vector: pLIF-A-trp55)","(주)한국로슈","에프. 호프만-라 로슈 아게","2000-01-29 00:00:00","10-0254097-0000","540"
"541","200307837","리스페달콘스타주사25밀리그람(리스페리돈)","리스페리돈서방성미립구","Risperidone Delayed Release Microshperes","(주)한국얀센","얀센 파마슈티카 엔. 브이. / 알케르메스, 인코포레이티드","2002-09-12 00:00:00","10-0354270-0000","541"
"542","200307837","리스페달콘스타주사25밀리그람(리스페리돈)","리스페리돈서방성미립구","Risperidone Delayed Release Microshperes","(주)한국얀센","얀센 파마슈티카 엔. 브이. / 알케르메스, 인코포레이티드","2004-05-12 00:00:00","10-0432677-0000","542"
"543","200307838","리스페달콘스타주사37.5밀리그람(리스페리돈)","리스페리돈서방성미립구","Risperidone Delayed Release Microshperes","(주)한국얀센","얀센 파마슈티카 엔. 브이. / 알케르메스, 인코포레이티드","2002-09-12 00:00:00","10-0354270-0000","543"
"544","200307838","리스페달콘스타주사37.5밀리그람(리스페리돈)","리스페리돈서방성미립구","Risperidone Delayed Release Microshperes","(주)한국얀센","얀센 파마슈티카 엔. 브이. / 알케르메스, 인코포레이티드","2004-05-12 00:00:00","10-0432677-0000","544"
"545","200307839","리스페달콘스타주사50밀리그람(리스페리돈)","리스페리돈서방성미립구","Risperidone Delayed Release Microshperes","(주)한국얀센","얀센 파마슈티카 엔. 브이. / 알케르메스, 인코포레이티드","2002-09-12 00:00:00","10-0354270-0000","545"
"546","200307839","리스페달콘스타주사50밀리그람(리스페리돈)","리스페리돈서방성미립구","Risperidone Delayed Release Microshperes","(주)한국얀센","얀센 파마슈티카 엔. 브이. / 알케르메스, 인코포레이티드","2004-05-12 00:00:00","10-0432677-0000","546"
"547","200307840","리스페달퀵릿정1밀리그람(리스페리돈)","리스페리돈","Risperidone","(주)한국얀센","얀센 파마슈티칼즈, 인코포레이티드","1999-02-08 00:00:00","10-0194241-0000","547"
"548","200307841","리스페달퀵릿정2밀리그람(리스페리돈)","리스페리돈","Risperidone","(주)한국얀센","얀센 파마슈티칼즈, 인코포레이티드","1999-02-08 00:00:00","10-0194241-0000","548"
"549","200307844","라이리넬오로스서방정15밀리그람(옥시부티닌염산염)","옥시부티닌염산염","Oxybutynin Hydrochloride","(주)한국얀센","알자 코포레이션","2003-10-29 00:00:00","10-0404954-0000","549"
"550","200307847","레메론솔탭정15밀리그램(제피미르타자핀)","제피미르타자핀","Mirtazapine Coated","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2007-04-11 00:00:00","10-0708560-0000","550"
"551","200307848","레메론솔탭정30밀리그램(제피미르타자핀)","제피미르타자핀","Mirtazapine Coated","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2007-04-11 00:00:00","10-0708560-0000","551"
"552","200307850","리스페달퀵릿정0.5밀리그람(리스페리돈)","리스페리돈","Risperidone","(주)한국얀센","얀센 파마슈티칼즈, 인코포레이티드","1999-02-08 00:00:00","10-0194241-0000","552"
"553","200307866","글루리아드정500/2.5밀리그람","글리벤클라미드","Glibenclamide","(주)대웅제약","머크 상트","2005-03-14 00:00:00","10-0478347-0000","553"
"554","200307866","글루리아드정500/2.5밀리그람","메트포르민염산염","Metformin Hydrochloride","(주)대웅제약","머크 상트","2005-03-14 00:00:00","10-0478347-0000","554"
"555","200307867","글루리아드정500/5밀리그람","글리벤클라미드","Glibenclamide","(주)대웅제약","머크 상트","2005-03-14 00:00:00","10-0478347-0000","555"
"556","200307867","글루리아드정500/5밀리그람","메트포르민염산염","Metformin Hydrochloride","(주)대웅제약","머크 상트","2005-03-14 00:00:00","10-0478347-0000","556"
"557","200307883","페그인트론주사150마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2004-02-17 00:00:00","10-0420642-0000","557"
"558","200307883","페그인트론주사150마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2006-07-25 00:00:00","10-0607388-0000","558"
"559","200307884","페그인트론주사120마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2004-02-17 00:00:00","10-0420642-0000","559"
"560","200307884","페그인트론주사120마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2006-07-25 00:00:00","10-0607388-0000","560"
"561","200307885","페그인트론주사100마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2004-02-17 00:00:00","10-0420642-0000","561"
"562","200307885","페그인트론주사100마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2006-07-25 00:00:00","10-0607388-0000","562"
"563","200307886","페그인트론주사80마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2004-02-17 00:00:00","10-0420642-0000","563"
"564","200307886","페그인트론주사80마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2006-07-25 00:00:00","10-0607388-0000","564"
"565","200307887","페그인트론주사50마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2004-02-17 00:00:00","10-0420642-0000","565"
"566","200307887","페그인트론주사50마이크로그램(페그인터페론알파-2비)","페그인터페론알파-2b(유전자재조합) (숙주세포: E. coli K-12, 벡터: KMAC-43)","Peginterferon Alpha-2B (rDNA, Host: E. coli K-12, Vector: KMAC-43)","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2006-07-25 00:00:00","10-0607388-0000","566"
"567","200307893","클리노레익20%주사(플라스틱백)","정제올리브유","Purified Olive Oil","(주)박스터","백스터인터내셔널 인코포레이티드","1997-11-27 00:00:00","10-0131206-0000","567"
"568","200307893","클리노레익20%주사(플라스틱백)","정제콩기름","Refined Soyabean Oil","(주)박스터","백스터인터내셔널 인코포레이티드","1997-11-27 00:00:00","10-0131206-0000","568"
"569","200307971","이레사정(게피티니브)","게피티니브","Gefitinib","한국아스트라제네카(주)","아스트라제네카 아베","2006-01-05 00:00:00","10-0296656-0000","569"
"570","200307971","이레사정(게피티니브)","게피티니브","Gefitinib","한국아스트라제네카(주)","아스트라제네카 아베","2010-12-13 00:00:00","10-1002374-0000","570"
"571","200307971","이레사정(게피티니브)","게피티니브","Gefitinib","한국아스트라제네카(주)","아스트라제네카 유케이 리미티드","2006-01-05 00:00:00","10-0296656-0000","571"
"572","200307971","이레사정(게피티니브)","게피티니브","Gefitinib","한국아스트라제네카(주)","아스트라제네카 유케이 리미티드","2010-12-13 00:00:00","10-1002374-0000","572"
"573","200307973","심비코트터부헬러320/9마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528416-0000","573"
"574","200307973","심비코트터부헬러320/9마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528417-0000","574"
"575","200307973","심비코트터부헬러320/9마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528418-0000","575"
"576","200307973","심비코트터부헬러320/9마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528416-0000","576"
"577","200307973","심비코트터부헬러320/9마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528417-0000","577"
"578","200307973","심비코트터부헬러320/9마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528418-0000","578"
"579","200307976","바스티난엠알서방정(트리메타지딘염산염)","트리메타지딘염산염","Trimetazidine Hydrochloride","한국세르비에(주)","르 라보레또레 쎄르비에르","2004-11-03 00:00:00","10-0456933-0000","579"
"580","200307978","비가목스점안액0.5%(목시플록사신염산염)","목시플록사신염산염","Moxifloxacin Hydrochloride","한국알콘(주)","알콘 파아마슈티칼스 리미티드","2014-11-12 00:00:00","10-1463243-0000","580"
"581","200307983","노보믹스30플렉스펜주100단위/밀리리터(인슐린아스파트,유전자재조합)","인슐린아스파트(숙주: Saccharomyces Cerevisiae MT663, 벡터: pAK1214)","Insulin Aspart (Host: Saccharomyces Cerevisiae, MT663, Vector: pAK1214 )","노보노디스크제약(주)","노보 노르디스크 에이/에스","2004-09-24 00:00:00","10-0451778-0000","581"
"582","200307986","인반즈주1그램(에르타페넴나트륨)","에르타페넴나트륨","Ertapenem Sodium","한국엠에스디(유)","아스트라제네카 유케이 리미티드","1999-03-11 00:00:00","10-0200986-0000","582"
"583","200307987","싱귤레어세립4밀리그램(몬테루카스트나트륨)","몬테루카스트나트륨","Montelukast Sodium","한국엠에스디(유)","머크 캐나다 인크.","2011-12-08 00:00:00","10-1094084-0000","583"
"584","200307988","아그라스타트주(티로피반염산염수화물)","티로피반염산염수화물","Tirofiban Hydrochloride Hydrate","(주)한독","코레비오 엘엘씨","2002-11-15 00:00:00","10-0362799-0000","584"
"585","200308030","트리루마크림","트레티노인","Tretinoin","갈더마코리아(주)","힐 더마슈티컬즈 인코퍼레이티드","2008-08-08 00:00:00","10-0852367-0000","585"
"586","200308030","트리루마크림","플루오시놀론아세토니드","Fluocinolone Acetonide","갈더마코리아(주)","힐 더마슈티컬즈 인코퍼레이티드","2008-08-08 00:00:00","10-0852367-0000","586"
"587","200308030","트리루마크림","히드로퀴논","Hydroquinone","갈더마코리아(주)","힐 더마슈티컬즈 인코퍼레이티드","2008-08-08 00:00:00","10-0852367-0000","587"
"588","200400102","타크로벨캡슐1밀리그램(타크로리무스수화물)","타크로리무스수화물","Tacrolimus Hydrate","(주)종근당","(주)종근당","2005-04-20 00:00:00","10-0486016-0000","588"
"589","200400110","헤리클로건조시럽125mg/5ml(클래리트로마이신)","클래리트로마이신","Clarithromycin","(주)종근당","주식회사 종근당","2012-02-23 00:00:00","10-1122096-0000","589"
"590","200400113","애니디핀정(암로디핀말레산염)","암로디핀말레산염","Amlodipine Maleate","(주)종근당","(주)종근당","2007-04-10 00:00:00","10-0708533-0000","590"
"591","200400324","파스틱정120밀리그램(나테글리니드)","나테글리니드","Nateglinide","일동제약(주)","이에이 파마 가부시키 가이샤","2009-01-30 00:00:00","10-0882156-0000","591"
"592","200400472","올메텍정20밀리그램(올메사르탄메독소밀)","올메사르탄메독소밀","Olmesartan Medoxomil","(주)대웅제약","다이이찌산쿄 가부시키가이샤","1997-10-30 00:00:00","10-0128289-0000","592"
"593","200401010","테베텐플러스정","에프로사르탄메실산염","Eprosartan Mesylate","(주)한독","글락소스미스클라인 엘엘씨","1998-09-19 00:00:00","10-0165837-0000","593"
"594","200401010","테베텐플러스정","에프로사르탄메실산염","Eprosartan Mesylate","(주)한독","글락소스미스클라인 엘엘씨","2005-03-08 00:00:00","10-0477295-0000","594"
"595","200401010","테베텐플러스정","히드로클로로티아지드","Hydrochlorothiazide","(주)한독","글락소스미스클라인 엘엘씨","1998-09-19 00:00:00","10-0165837-0000","595"
"596","200401010","테베텐플러스정","히드로클로로티아지드","Hydrochlorothiazide","(주)한독","글락소스미스클라인 엘엘씨","2005-03-08 00:00:00","10-0477295-0000","596"
"597","200401548","암로스타정5밀리그램(암로디핀아디프산염)","암로디핀아디프산염","Amlodipine Adipate","씨제이헬스케어(주)","씨제이헬스케어㈜","2006-06-27 00:00:00","10-0596369-0000","597"
"598","200401554","헥스텐드주","락트산나트륨액","Sodium Lactate Solution","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","598"
"599","200401554","헥스텐드주","염화나트륨","Sodium Chloride","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","599"
"600","200401554","헥스텐드주","염화마그네슘육수화물","Magnesium Chloride Hexahydrate","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","600"
"601","200401554","헥스텐드주","염화칼륨","Potassium Chloride","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","601"
"602","200401554","헥스텐드주","염화칼슘","Calcium Chloride","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","602"
"603","200401554","헥스텐드주","포도당일수화물","Glucose Monohydrate","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","603"
"604","200401554","헥스텐드주","히드록시에칠전분","Hydroxyethyl Starch","씨제이제일제당(주)","바이오타임, 인코포레이티드","2000-07-06 00:00:00","10-0267604-0000","604"
"605","200401746","원콕스캡슐(멜록시캄)","멜록시캄","Meloxicam","대원제약(주)","대원제약(주)","2006-06-20 00:00:00","10-0593794-0000","605"
"606","200402443","주사용후탄(나파모스타트메실산염)","나파모스타트메실산염","Nafamostat Mesylate","에스케이케미칼(주)","가부시키가이샤 시즈오까 카페인 고교쇼","2005-12-08 00:00:00","10-0536786-0000","606"
"607","200402444","주사용후탄50(나파모스타트메실산염)","나파모스타트메실산염","Nafamostat Mesylate","에스케이케미칼(주)","가부시키가이샤 시즈오까 카페인 고교쇼","2005-12-08 00:00:00","10-0536786-0000","607"
"608","200402452","스카드정(암로디핀말레산염)","암로디핀말레산염","Amlodipine Maleate","에스케이케미칼(주)","에스케이케미칼(주)","2012-02-08 00:00:00","10-1116747-0000","608"
"609","200402637","아모디핀정5밀리그램(암로디핀캄실산염)","암로디핀캄실산염","Amlodipine Camsylate","한미약품(주)","한미사이언스주식회사","2004-10-01 00:00:00","10-0452491-0000","609"
"610","200402637","아모디핀정5밀리그램(암로디핀캄실산염)","암로디핀캄실산염","Amlodipine Camsylate","한미약품(주)","한미사이언스주식회사","2006-02-28 00:00:00","10-0558505-0000","610"
"611","200402840","손페리정(에페리손염산염)","에페리손염산염","Eperisone Hydrochloride","위더스제약(주)","위더스제약주식회사/ 주식회사 인트로팜텍","2014-12-11 00:00:00","10-1473998-0000","611"
"612","200402840","손페리정(에페리손염산염)","에페리손염산염","Eperisone Hydrochloride","위더스제약(주)","위더스제약주식회사/ 주식회사 인트로팜텍","2015-10-28 00:00:00","10-1565505-0000","612"
"613","200402840","손페리정(에페리손염산염)","에페리손염산염","Eperisone Hydrochloride","위더스제약(주)","위더스제약주식회사; 주식회사 인트로팜텍","2014-12-11 00:00:00","10-1473998-0000","613"
"614","200402840","손페리정(에페리손염산염)","에페리손염산염","Eperisone Hydrochloride","위더스제약(주)","위더스제약주식회사; 주식회사 인트로팜텍","2015-10-28 00:00:00","10-1565505-0000","614"
"615","200403283","에스포젠프리필드주4000IU/mL(인에리스로포이에틴,유전자재조합)(수출명:에리틴프리필드주,네오틴프리필드주,엘지에스포젠프리필드주,이포티브프리필드주,에스포젠프리필드플러스주,에포비탄프리필드주)","인에리스로포이에틴(유전자재조합)(벡터;pMI-EP060-BiP-DHFR 숙주;CH0 dhfr-ATCC CRL9096)","Human Erythropoietin (rDNA, Vector; pMI-EP060-BiP-DHFR, Host; CH0 dhfr-ATCC CRL9096)","(주)엘지생명과학","(주)엘지생명과학","2006-08-01 00:00:00","10-0610003-0000","615"
"616","200403284","에스포젠프리필드주10000IU/mL(인에리스로포이에틴,유전자재조합)","인에리스로포이에틴(유전자재조합, 벡터; pMI-EP060-BiP-DHFR, 숙주; CH0 dhfr-ATCC CRL9096)","Human Erythropoietin (rDNA, Vector; pMI-EP060-BiP-DHFR, Host; CH0 dhfr-ATCC CRL9096)","(주)엘지생명과학","(주)엘지생명과학","2006-08-01 00:00:00","10-0610003-0000","616"
"617","200403500","엔테론정150밀리그램(포도씨건조엑스)","포도씨건조엑스","Grape Seed Oil Dried Extract","한림제약(주)","한림제약(주)","2013-11-06 00:00:00","10-1328383-0000","617"
"618","200409930","쎄레브렉스캡슐200밀리그램(세레콕시브)","세레콕시브","Celecoxib","한국화이자제약(주)","쥐.디.씨얼리 엘엘씨","1999-08-16 00:00:00","10-0229343-0000","618"
"619","200409930","쎄레브렉스캡슐200밀리그램(세레콕시브)","세레콕시브","Celecoxib","한국화이자제약(주)","쥐.디.씨얼리 엘엘씨","2005-07-05 00:00:00","10-0501034-0000","619"
"620","200409930","쎄레브렉스캡슐200밀리그램(세레콕시브)","세레콕시브","Celecoxib","한국화이자제약(주)","지.디.썰 엘엘씨","1999-08-16 00:00:00","10-0229343-0000","620"
"621","200409930","쎄레브렉스캡슐200밀리그램(세레콕시브)","세레콕시브","Celecoxib","한국화이자제약(주)","지.디.썰 엘엘씨","2005-07-05 00:00:00","10-0501034-0000","621"
"622","200409938","케랄정(덱스케토프로펜트로메타몰)","덱스케토프로펜트로메타몰","Dexketoprofen Trometamol","한국메나리니(주)","라보라토리오스 메나리니 에스.에이.","2000-12-26 00:00:00","10-0284838-0000","622"
"623","200409940","씨프로유로서방정1000밀리그람","시프로플록사신","Ciprofloxacin","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2010-01-22 00:00:00","10-0939617-0000","623"
"624","200409940","씨프로유로서방정1000밀리그람","시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2010-01-22 00:00:00","10-0939617-0000","624"
"625","200409980","팍실CR정12.5밀리그램(파록세틴염산염수화물)","파록세틴염산염수화물","Paroxetine Hydrochloride Hydrate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2005-01-18 00:00:00","10-0468351-0000","625"
"626","200409982","아보다트연질캡슐0.5밀리그램(두타스테리드)","두타스테리드","Dutasteride","(주)글락소스미스클라인","글락소 그룹 리미티드","2002-12-03 00:00:00","10-0364953-0000","626"
"627","200409983","아반다메트정1밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","627"
"628","200409983","아반다메트정1밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","628"
"629","200409983","아반다메트정1밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","629"
"630","200409983","아반다메트정1밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","630"
"631","200409983","아반다메트정1밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","631"
"632","200409983","아반다메트정1밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","632"
"633","200409983","아반다메트정1밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","633"
"634","200409983","아반다메트정1밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","634"
"635","200409985","아반다메트정2밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","635"
"636","200409985","아반다메트정2밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","636"
"637","200409985","아반다메트정2밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","637"
"638","200409985","아반다메트정2밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","638"
"639","200409985","아반다메트정2밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","639"
"640","200409985","아반다메트정2밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","640"
"641","200409985","아반다메트정2밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","641"
"642","200409985","아반다메트정2밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","642"
"643","200409986","아반다메트정4밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","643"
"644","200409986","아반다메트정4밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","644"
"645","200409986","아반다메트정4밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","645"
"646","200409986","아반다메트정4밀리그람/1000밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","646"
"647","200409986","아반다메트정4밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","647"
"648","200409986","아반다메트정4밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","648"
"649","200409986","아반다메트정4밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","649"
"650","200409986","아반다메트정4밀리그람/1000밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","650"
"651","200409987","후락시파린주사1900IU(프리필드)(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","651"
"652","200409988","후락시파린주사2850IU(프리필드)(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","652"
"653","200409989","후락시파린주사3800IU(프리필드)(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","653"
"654","200409990","후락시파린주사5700IU(프리필드)(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","654"
"655","200409991","후락시파린주사7600IU(프리필드)(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","655"
"656","200409992","후락시파린주사9500IU(프리필드)(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","656"
"657","200409993","후락시파린멀티도우즈바이알(나드로파린칼슘)","나드로파린칼슘","Nadroparin Calcium","(주)글락소스미스클라인","사노피","2002-02-27 00:00:00","10-0328095-0000","657"
"658","200410004","다이보베트연고","베타메타손디프로피오네이트","Betamethasone Dipropionate","레오파마(유)","레오 파마 에이/에스","2001-09-11 00:00:00","10-0309751-0000","658"
"659","200410004","다이보베트연고","베타메타손디프로피오네이트","Betamethasone Dipropionate","레오파마(유)","레오 파마 에이/에스","2007-03-07 00:00:00","10-0694526-0000","659"
"660","200410004","다이보베트연고","베타메타손디프로피오네이트","Betamethasone Dipropionate","레오파마(유)","레오 파마슈티칼 프로덕츠 리미티드 에이/에스 (뢰벤스케미스케 파브릭 프로둑티온스악티젤스카브)","2001-09-11 00:00:00","10-0309751-0000","660"
